If you wish to use the halos modules, you need the Aemulus HMF emulator. Please install it: github.com/AemulusProject/hmf_emulator
If you wish to use the halos modules, you need the Aemulus HMF emulator. Please install it: github.com/AemulusProject/hmf_emulator
         5220300 function calls (5110457 primitive calls) in 8.625 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       14    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
       27    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.172    0.172 scipy_compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ndarithmetic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cfuncs.py:1(<module>)
        1    0.000    0.000    0.006    0.006 mw.py:1(<module>)
        1    0.000    0.000    0.000    0.000 axis.py:510(Ticker)
        1    0.000    0.000    0.000    0.000 hdulist.py:235(HDUList)
        1    0.000    0.000    0.000    0.000 optional_deps.py:49(<dictcomp>)
        1    0.000    0.000    0.004    0.004 spines.py:1(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:882(__init__)
        9    0.000    0.000    0.000    0.000 utils.py:16(wrapper)
        5    0.000    0.000    0.000    0.000 core.py:3323(_make_array)
        3    0.000    0.000    0.000    0.000 core.py:467(epj2jd)
        1    0.000    0.000    0.000    0.000 _laplacian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:21(_UnifiedIORegistryBase)
        1    0.000    0.000    0.000    0.000 specifiers.py:356(BaseSpecifier)
        1    0.000    0.000    0.001    0.001 openpy.py:1(<module>)
       23    0.000    0.000    0.000    0.000 core.py:5928(__init__)
       20    0.000    0.000    0.001    0.000 _text.py:90(lower)
        1    0.000    0.000    0.000    0.000 _afm.py:377(AFM)
        4    0.000    0.000    0.000    0.000 platform.py:1007(_sys_version)
        5    0.000    0.000    0.000    0.000 arrayprint.py:1481(__call__)
        1    0.000    0.000    0.024    0.024 agl.py:1(<module>)
        1    0.000    0.000    0.014    0.014 _docscrape.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7126764e1300}
        7    0.000    0.000    0.001    0.000 expatbuilder.py:917(parseString)
        1    0.000    0.000    0.001    0.001 base.py:507(SpecItem)
       14    0.000    0.000    0.000    0.000 _util.py:376(<listcomp>)
       33    0.000    0.000    0.000    0.000 python.py:228(<genexpr>)
       14    0.000    0.000    0.000    0.000 results.py:541(<listcomp>)
        5    0.000    0.000    0.000    0.000 random.py:800(getrandbits)
        1    0.000    0.000    0.000    0.000 unix_events.py:1345(ThreadedChildWatcher)
        1    0.000    0.000    0.000    0.000 docgen.py:1(<module>)
        1    0.000    0.000    0.163    0.163 _codecs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stream.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _realtransforms_backend.py:1(<module>)
        1    0.000    0.000    0.002    0.002 trf_linear.py:1(<module>)
       29    0.000    0.000    0.000    0.000 {built-in method math.prod}
        5    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:2258(_support)
      107    0.000    0.000    0.000    0.000 column.py:975(unit)
        1    0.000    0.000    0.000    0.000 qp_subproblem.py:1(<module>)
       18    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:3609(_overrides)
       31    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
       15    0.000    0.000    0.000    0.000 tree.py:141(_lookup_by_attr_factory)
      146    0.000    0.000    0.000    0.000 inspect.py:3019(return_annotation)
        1    0.000    0.000    0.001    0.001 _manager.py:1(<module>)
        1    0.000    0.000    0.001    0.001 low_level_api.py:1(<module>)
       18    0.000    0.000    0.000    0.000 _multivariate.py:263(__init__)
        1    0.000    0.000    0.000    0.000 logging.py:1(<module>)
        1    0.000    0.000    0.096    0.096 ecsv.py:180(read_ecsv)
        1    0.000    0.000    0.000    0.000 base.py:91(NeutrinoInfo)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dump.py:1(<module>)
        9    0.000    0.000    0.000    0.000 __init__.py:163(__new__)
       50    0.000    0.000    0.000    0.000 _strptime.py:251(<genexpr>)
        1    0.000    0.000    0.000    0.000 _strptime.py:107(__calc_date_time)
       22    0.000    0.000    0.000    0.000 base.py:417(_build_precedence_key)
        1    0.000    0.000    0.000    0.000 inspect.py:3059(_bind)
       36    0.000    0.000    0.000    0.000 __init__.py:975(__bool__)
        1    0.000    0.000    0.002    0.002 serialize.py:455(_construct_mixins_from_columns)
        1    0.000    0.000    0.000    0.000 _basic_backend.py:1(<module>)
        1    0.000    0.000    0.004    0.004 cosmology.py:1(<module>)
        1    0.000    0.000    0.001    0.001 soco.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:9562(obl80)
        1    0.000    0.000    0.000    0.000 {method 'argsort' of 'numpy.ndarray' objects}
        5    0.000    0.000    0.000    0.000 core.py:98(combine_masks)
        1    0.000    0.000    0.000    0.000 _delegators.py:1(<module>)
       93    0.000    0.000    0.000    0.000 {method 'keys' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 patches.py:826(Rectangle)
        1    0.000    0.000    0.000    0.000 formatters.py:90(DisplayFormatter)
        4    0.000    0.000    0.000    0.000 message.py:249(get_payload)
        1    0.000    0.000    0.001    0.001 _triinterpolate.py:1(<module>)
        2    0.000    0.000    0.000    0.000 base.py:574(_unitstr)
        6    0.000    0.000    0.001    0.000 _distribution_infrastructure.py:1788(_validate)
      128    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
        1    0.000    0.000    0.000    0.000 _strptime.py:103(<listcomp>)
        1    0.000    0.000    0.000    0.000 bins.py:1(<module>)
       21    0.000    0.000    0.000    0.000 scanner.py:427(fetch_flow_mapping_start)
       40    0.000    0.000    0.000    0.000 shellapp.py:134(__getattribute__)
        1    0.000    0.000    0.006    0.006 keywords.py:1(<module>)
       31    0.000    0.000    0.000    0.000 base.py:232(_get_unit)
       24    0.000    0.000    0.000    0.000 core.py:1097(masked)
        4    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:3154(_moment_raw)
       21    0.000    0.000    0.000    0.000 scanner.py:450(fetch_flow_mapping_end)
        2    0.000    0.000    0.000    0.000 settings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _interpolate.py:596(_PPolyBase)
        1    0.000    0.000    0.000    0.000 lil.py:1(<module>)
        3    0.000    0.000    0.001    0.000 error.py:1(<module>)
       32    0.000    0.000    0.000    0.000 enum.py:1154(_generate_next_value_)
        6    0.000    0.000    0.000    0.000 physical.py:473(get_physical_type)
       18    0.000    0.000    0.000    0.000 data_info.py:572(__set__)
        1    0.000    0.000    0.000    0.000 current.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _asdf.py:29(AsdfFile)
        6    0.000    0.000    0.000    0.000 {built-in method _operator.neg}
        1    0.000    0.000    0.027    0.027 displayhook.py:1(<module>)
        2    0.000    0.000    0.006    0.003 linecache.py:36(getlines)
        1    0.000    0.000    0.000    0.000 nddata_withmixins.py:1(<module>)
        1    0.000    0.000    0.003    0.003 big5.py:1(<module>)
        8    0.000    0.000    0.001    0.000 scanner.py:657(fetch_flow_scalar)
       18    0.000    0.000    0.000    0.000 formats.py:2523(_validate_jd_for_storage)
       14    0.000    0.000    0.000    0.000 __init__.py:144(_check_size)
        1    0.000    0.000    0.000    0.000 _sparse.py:1(<module>)
       50    0.000    0.000    0.000    0.000 fromnumeric.py:3482(ndim)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
        1    0.000    0.000    0.000    0.000 patches.py:27(Patch)
        1    0.000    0.000    0.000    0.000 numbers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 distance.py:1807(<dictcomp>)
        1    0.000    0.000    0.004    0.004 subprocess.py:417(check_output)
        6    0.000    0.000    0.000    0.000 _common.py:47(get_package)
        4    0.000    0.000    0.001    0.000 core.py:127(__init__)
        1    0.000    0.000    0.009    0.009 terminal256.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _adapters.py:49(<listcomp>)
        2    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:2327(integrand)
       33    0.000    0.000    0.000    0.000 events.py:22(__init__)
        1    0.000    0.000    0.022    0.022 _highs_wrapper.py:1(<module>)
       13    0.000    0.000    0.000    0.000 expatbuilder.py:274(character_data_handler_cdata)
        1    0.000    0.000    0.003    0.003 __init__.py:274(load)
        1    0.000    0.000    0.000    0.000 _cobyqa_py.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoders.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _tight_layout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bsr.py:1(<module>)
        1    0.000    0.000    0.004    0.004 keys.py:1(<module>)
        1    0.000    0.000    0.000    0.000 emacs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spectral_quantity.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1665(datetime)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
       29    0.000    0.000    0.000    0.000 core.py:871(out_subfmt)
        1    0.000    0.000    0.001    0.001 fuzzy_completer.py:1(<module>)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:531(__setattr__)
        1    0.000    0.000    0.001    0.001 _nnls.py:1(<module>)
        7    0.000    0.000    0.001    0.000 core.py:1370(add_enabled_equivalencies)
        1    0.000    0.000    0.000    0.000 serializer.py:1(<module>)
        3    0.000    0.000    0.120    0.040 core.py:923(to_system)
        1    0.000    0.000    0.000    0.000 capture.py:1(<module>)
        1    0.000    0.000    0.001    0.001 subprocess.py:1165(communicate)
        4    0.000    0.000    0.000    0.000 core.py:267(clone)
        1    0.000    0.000    0.000    0.000 tags.py:88(Tag)
        1    0.000    0.000    0.000    0.000 _chandrupatla.py:1(<module>)
        1    0.000    0.000    0.000    0.000 conversion.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _factories.py:1(<module>)
        8    0.000    0.000    0.000    0.000 traitlets.py:2083(__init__)
        1    0.000    0.000    0.001    0.001 _qmvnt.py:1(<module>)
        6    0.000    0.000    0.036    0.006 __init__.py:976(distribution)
      113    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
       17    0.000    0.000    0.000    0.000 inspect.py:2781(__hash__)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
       15    0.000    0.000    0.007    0.000 core.py:797(<listcomp>)
        6    0.000    0.000    0.001    0.000 core.py:487(__init_subclass__)
        1    0.000    0.000    0.001    0.001 _decomp_ldl.py:1(<module>)
       36    0.000    0.000    0.000    0.000 baseconfig.py:554(make_method)
       19    0.000    0.000    0.001    0.000 core.py:43(__set__)
        4    0.000    0.000    0.000    0.000 numeric.py:624(argwhere)
        1    0.000    0.000    0.001    0.001 tokenize.py:392(open)
        1    0.000    0.000    0.000    0.000 dynamic_arrays.py:1(<module>)
       10    0.000    0.000    0.000    0.000 generic.py:67(t_UFLOAT)
        8    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:469(__str__)
        9    0.000    0.000    0.001    0.000 configuration.py:345(set)
        1    0.000    0.000    0.000    0.000 python.py:1012(DgLexer)
        1    0.000    0.000    0.000    0.000 _interpolate.py:176(interp1d)
       17    0.000    0.000    0.000    0.000 _strptime.py:26(_getlang)
       50    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
       23    0.000    0.000    0.000    0.000 enum.py:1357(_iter_member_by_value_)
        1    0.000    0.000    0.000    0.000 _index.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:2485(BoxStyle)
        1    0.000    0.000    0.000    0.000 _csr.py:18(_csr_base)
       21    0.000    0.000    0.000    0.000 _testutils.py:86(__init__)
      160    0.000    0.000    0.000    0.000 rcsetup.py:50(func)
        1    0.000    0.000    0.000    0.000 base.py:133(BaseRepresentationOrDifferential)
        1    0.000    0.000    0.003    0.003 w0cdm.py:1(<module>)
       13    0.000    0.000    0.000    0.000 _internal.py:33(wrapped_f)
        1    0.000    0.000    0.001    0.001 parameters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bounding_box.py:83(_validate_bounds)
        2    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        2    0.000    0.000    0.001    0.000 enums.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:65(Angle)
        1    0.000    0.000    0.003    0.003 secrets.py:1(<module>)
       77    0.000    0.000    0.000    0.000 fromnumeric.py:2431(_any_dispatcher)
        1    0.000    0.000    0.000    0.000 hermite.py:1695(Hermite)
       11    0.000    0.000    0.000    0.000 loader.py:329(__getitem__)
       14    0.000    0.000    0.001    0.000 core.py:6666(__init__)
        1    0.000    0.000    0.003    0.003 heapq.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _policybase.py:60(clone)
        4    0.000    0.000    0.006    0.002 traceback.py:313(line)
       25    0.000    0.000    0.000    0.000 generic.py:513(format_exponential_notation)
        1    0.000    0.000    0.000    0.000 base.py:1329(FlatFLRWMixin)
        1    0.000    0.000    0.001    0.001 py3compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 thread.py:1(<module>)
        1    0.000    0.000    0.008    0.008 reader.py:45(Reader)
        1    0.000    0.000    0.000    0.000 _docstring.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _version_info.py:1(<module>)
        1    0.000    0.000    0.000    0.000 curvature.py:19(CurvatureComponent)
        2    0.000    0.000    0.001    0.000 _collections.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bounding_box.py:580(ModelBoundingBox)
        1    0.000    0.000    0.001    0.001 _add_docstring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 altaz.py:81(AltAz)
       26    0.000    0.000    0.000    0.000 core.py:961(__init__)
        8    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:3215(_moment_central)
       45    0.000    0.000    0.000    0.000 _collections.py:24(<lambda>)
        1    0.000    0.000    0.000    0.000 nested.py:1(<module>)
        2    0.000    0.000    0.000    0.000 sky_coordinate_parsers.py:74(_get_frame_without_data)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1539(find_distributions)
        1    0.000    0.000    0.002    0.002 loggingTools.py:1(<module>)
        1    0.000    0.000    0.025    0.025 _serialization_context.py:1(<module>)
        6    0.000    0.000    0.000    0.000 readers.py:16(__init__)
        1    0.000    0.000    0.000    0.000 _layoutgrid.py:1(<module>)
        1    0.000    0.000    0.010    0.010 generator.py:1(<module>)
        1    0.000    0.000    0.006    0.006 cyaml.py:1(<module>)
        1    0.000    0.000    0.005    0.005 equality_constrained_sqp.py:1(<module>)
        5    0.000    0.000    0.000    0.000 utils.py:25(vectorize_redshift_method)
       17    0.000    0.000    0.001    0.000 <frozen codecs>:1076(make_identity_dict)
        1    0.000    0.000    0.001    0.001 prompts.py:1(<module>)
       19    0.000    0.000    0.000    0.000 enum.py:794(__iter__)
        5    0.000    0.000    0.000    0.000 __init__.py:910(_search_paths)
       85    0.000    0.000    0.000    0.000 core.py:2191(streamline)
        2    0.000    0.000    0.000    0.000 _functools.py:6(method_cache)
        1    0.000    0.000    0.000    0.000 scanner.py:787(scan_directive)
        1    0.000    0.000    0.000    0.000 gruvbox.py:20(GruvboxDarkStyle)
        2    0.000    0.000    0.000    0.000 sky_coordinate_parsers.py:542(_get_representation_attrs)
        1    0.000    0.000    0.000    0.000 _milp.py:1(<module>)
        1    0.000    0.000    0.003    0.003 w0wacdm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:22(Evaluator)
       70    0.000    0.000    0.000    0.000 ast.py:255(iter_fields)
        2    0.000    0.000    0.000    0.000 __init__.py:480(_all)
        1    0.000    0.000    0.000    0.000 constant.py:2042(<dictcomp>)
        7    0.000    0.000    0.000    0.000 deprecation.py:351(<genexpr>)
        5    0.000    0.000    0.000    0.000 _basic.py:2815(_is_subdtype)
        1    0.000    0.000    0.000    0.000 photoncomponent.py:1(<module>)
        6    0.000    0.000    0.000    0.000 rcsetup.py:213(_make_type_validator)
        1    0.000    0.000    0.000    0.000 polynomial.py:1557(Polynomial)
        1    0.000    0.000    0.001    0.001 artist.py:1490(ArtistInspector)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 events.py:207(AbstractEventLoop)
        1    0.000    0.000    0.005    0.005 codegen.py:1(<module>)
      122    0.000    0.000    0.000    0.000 core.py:2732(__getnewargs__)
        1    0.000    0.000    0.000    0.000 mathutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 matching.py:219(CoordinateSearchResult)
        1    0.000    0.000    0.000    0.000 _dia.py:1(<module>)
        5    0.000    0.000    0.053    0.011 __init__.py:1002(version)
        1    0.000    0.000    0.000    0.000 gridspec.py:1(<module>)
       16    0.000    0.000    0.000    0.000 base.py:569(_units)
        2    0.000    0.000    0.007    0.004 __init__.py:602(metadata)
        9    0.000    0.000    0.000    0.000 core.py:977(jd1)
        4    0.000    0.000    0.000    0.000 inspect.py:3038(_hash_basis)
        1    0.000    0.000    0.001    0.001 vounit.py:1(<module>)
        8    0.000    0.000    0.000    0.000 core.py:5637(__init__)
        1    0.000    0.000    0.005    0.005 decoder.py:1(<module>)
       49    0.000    0.000    0.000    0.000 core.py:2747(_generateDefaultName)
       71    0.000    0.000    0.000    0.000 {method 'get' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.047    0.047 pbar.py:1(<module>)
        4    0.000    0.000    0.000    0.000 feedparser.py:52(__init__)
        1    0.000    0.000    0.003    0.003 constructor.py:171(SafeConstructor)
        1    0.000    0.000    0.047    0.047 lambdacdm.py:83(__post_init__)
        1    0.000    0.000    0.001    0.001 ipaddress.py:2382(_IPv6Constants)
        1    0.000    0.000    0.000    0.000 _polyint.py:57(__init__)
        9    0.000    0.000    0.000    0.000 _util.py:933(decorator)
        6    0.000    0.000    0.003    0.000 _adapters.py:146(_reader)
        1    0.000    0.000    0.019    0.019 _node_info.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:317(Request)
       18    0.000    0.000    0.000    0.000 version.py:1104(_parse_letter_version)
        1    0.000    0.000    0.000    0.000 _parser.py:294(__init__)
        1    0.000    0.000    0.000    0.000 random.py:128(seed)
        1    0.000    0.000    0.000    0.000 prefilter.py:414(IPyAutocallChecker)
        1    0.000    0.000    0.002    0.002 display.py:26(DisplayMagics)
        1    0.000    0.000    0.004    0.004 run_in_terminal.py:1(<module>)
        7    0.000    0.000    0.000    0.000 cartesian.py:120(get_xyz)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _decomp_polar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 python.py:784(Python2TracebackLexer)
        9    0.000    0.000    0.000    0.000 _make.py:1000(add_repr)
        1    0.000    0.000    0.002    0.002 generic.py:113(_parser)
        1    0.000    0.000    0.000    0.000 terminal.py:1(<module>)
        1    0.000    0.000    0.006    0.006 expat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:51(Script)
       16    0.000    0.000    0.000    0.000 {built-in method time.strftime}
        1    0.000    0.000    0.004    0.004 cylindrical.py:1(<module>)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
       23    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:2158(_overrides)
        1    0.000    0.000    0.001    0.001 merge.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
        1    0.000    0.000    0.003    0.003 printoptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 baseradec.py:1(<module>)
        1    0.000    0.000    0.028    0.028 meta.py:383(get_header_from_yaml)
        2    0.000    0.000    0.000    0.000 sysconfig.py:118(joinuser)
       25    0.000    0.000    0.000    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 core.py:586(MaskedNDArray)
        5    0.000    0.000    0.000    0.000 baseframe.py:1140(_replicate)
        1    0.000    0.000    0.001    0.001 _adapters.py:8(Message)
        8    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:2903(icdf)
        1    0.000    0.000    0.000    0.000 iterators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 configobj.py:1172(__init__)
        1    0.000    0.000    0.000    0.000 emitter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 scipy_special.py:1(<module>)
       44    0.000    0.000    0.000    0.000 cache.py:14(_memoize_default)
        1    0.000    0.000    0.000    0.000 bitround.py:1(<module>)
       25    0.000    0.000    0.000    0.000 {method 'set' of '_contextvars.ContextVar' objects}
        4    0.000    0.000    0.000    0.000 util.py:122(make_analysator)
        1    0.000    0.000    0.000    0.000 references.py:1(<module>)
        1    0.000    0.000    0.003    0.003 inset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipapp.py:187(TerminalIPythonApp)
        7    0.000    0.000    0.000    0.000 {built-in method pyexpat.ParserCreate}
        1    0.000    0.000    0.001    0.001 _complex.py:1(<module>)
       26    0.000    0.000    0.000    0.000 argparse.py:248(end_section)
        1    0.000    0.000    0.000    0.000 optimize.py:43(_ZAtValueKWArgs)
        1    0.000    0.000    0.001    0.001 altaz.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1630(Laguerre)
        1    0.000    0.000    0.024    0.024 stub_value.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lex.py:1(<module>)
        5    0.000    0.000    0.001    0.000 tokenize.py:408(tokenize)
        1    0.000    0.000    0.126    0.126 _remove_redundancy.py:1(<module>)
        1    0.000    0.000    0.003    0.003 pylab.py:37(PylabMagics)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:1(<module>)
        1    0.000    0.000    0.002    0.002 constructor.py:54(construct_document)
        1    0.000    0.000    0.000    0.000 __init__.py:330(<listcomp>)
        1    0.000    0.000    0.001    0.001 auto.py:1(<module>)
        6    0.000    0.000    0.000    0.000 six.py:131(__init__)
        1    0.000    0.000    0.000    0.000 _spherical_bessel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_cossin.py:1(<module>)
       39    0.000    0.000    0.000    0.000 core.py:154(__set_name__)
        2    0.000    0.000    0.028    0.014 __init__.py:571(version)
       24    0.000    0.000    0.000    0.000 patches.py:2457(<genexpr>)
        1    0.000    0.000    0.004    0.004 w0wzcdm.py:1(<module>)
       19    0.000    0.000    0.000    0.000 <frozen _collections_abc>:489(_type_repr)
       69    0.000    0.000    0.000    0.000 _make.py:484(<genexpr>)
       13    0.000    0.000    0.008    0.001 rcsetup.py:475(validate_font_properties)
        2    0.000    0.000    0.000    0.000 helpers.py:134(__init__)
        1    0.000    0.000    0.000    0.000 handlers.py:734(SysLogHandler)
        9    0.000    0.000    0.000    0.000 argparse.py:1549(_get_positional_kwargs)
        4    0.000    0.000    0.000    0.000 core.py:1687(__mul__)
        1    0.000    0.000    0.000    0.000 _matrix.py:1(spmatrix)
        1    0.000    0.000    0.000    0.000 _bsr.py:24(_bsr_base)
        6    0.000    0.000    0.000    0.000 physical.py:257(__eq__)
        8    0.000    0.000    0.000    0.000 utils.py:95(get_jd12)
        1    0.000    0.000    0.001    0.001 timeouts.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickles.py:1(<module>)
        4    0.000    0.000    0.000    0.000 uuid.py:139(__init__)
       14    0.000    0.000    0.000    0.000 _ufunc_config.py:462(__init__)
        1    0.000    0.000    0.000    0.000 cache.py:89(func)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _base.py:325(Future)
        5    0.000    0.000    0.000    0.000 __init__.py:897(find_distributions)
       47    0.000    0.000    0.000    0.000 {method 'issuperset' of 'set' objects}
        1    0.000    0.000    0.004    0.004 _pep440.py:1(<module>)
        1    0.000    0.000    0.004    0.004 attributes.py:1(<module>)
        1    0.000    0.000    0.001    0.001 data_structures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _odds_ratio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 scrollable_pane.py:1(<module>)
        1    0.000    0.000    0.002    0.002 iterative.py:1(<module>)
        8    0.000    0.000    0.000    0.000 __init__.py:594(_discover_resolvers)
        1    0.000    0.000    0.000    0.000 iso8859_7.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:2891(ConnectionStyle)
        7    0.000    0.000    0.001    0.000 pathlib.py:1245(is_dir)
        1    0.000    0.000    0.045    0.045 defmatrix.py:1(<module>)
        3    0.000    0.000    0.000    0.000 TiffTags.py:455(<dictcomp>)
        5    0.000    0.000    0.000    0.000 fromnumeric.py:2548(all)
       37    0.000    0.000    0.000    0.000 core.py:2706(_condition_arg)
        3    0.000    0.000    0.000    0.000 core.py:66(__init__)
        1    0.000    0.000    0.000    0.000 filecmp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 equivalencies.py:559(mass_energy)
       55    0.000    0.000    0.000    0.000 baseconfig.py:427(__init__)
        1    0.000    0.000    0.000    0.000 kdtree.py:1(<module>)
        4    0.000    0.000    0.000    0.000 feedparser.py:195(_new_message)
        1    0.000    0.000    0.000    0.000 iso8859_8.py:1(<module>)
        4    0.000    0.000    0.000    0.000 doccer.py:202(_doc)
        1    0.000    0.000    0.013    0.013 fastbasic.py:1(<module>)
       16    0.000    0.000    0.000    0.000 __init__.py:309(<genexpr>)
      105    0.000    0.000    0.000    0.000 colors.py:433(<genexpr>)
       23    0.000    0.000    0.000    0.000 _compat.py:33(_get_annotations)
        5    0.000    0.000    0.000    0.000 data_info.py:397(_construct_from_dict)
        1    0.000    0.000    0.000    0.000 _bary_rational.py:37(_BarycentricRational)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        2    0.000    0.000    0.000    0.000 _function_base_impl.py:1402(diff)
        1    0.000    0.000    0.000    0.000 files.py:274(File)
        1    0.000    0.000    0.000    0.000 pickle_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:1006(SSLSocket)
        3    0.000    0.000    0.000    0.000 __init__.py:307(__init__)
        2    0.000    0.000    0.000    0.000 state.py:52(get)
        1    0.000    0.000    0.000    0.000 euc_kr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:133(_BaseHDU)
        3    0.000    0.000    0.000    0.000 colors.py:1429(__init__)
        1    0.000    0.000    0.065    0.065 async_helpers.py:1(<module>)
       15    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
        1    0.000    0.000    0.000    0.000 mimetypes.py:405(_default_mime_types)
        5    0.000    0.000    0.000    0.000 auxfuncs.py:980(<dictcomp>)
        1    0.000    0.000    0.000    0.000 functional_models.py:68(Gaussian1D)
        1    0.000    0.000    0.000    0.000 parser.py:11(Parser)
        1    0.000    0.000    0.000    0.000 specifiers.py:1334(SpecifierSet)
        1    0.000    0.000    0.000    0.000 exceptions.py:33(ParseBaseException)
        1    0.000    0.000    0.000    0.000 solar_system.py:504(<listcomp>)
       15    0.000    0.000    0.000    0.000 helpers.py:236(helper_multiplication)
        1    0.000    0.000    0.000    0.000 paths.py:118(_SetTempPath)
        2    0.000    0.000    0.000    0.000 core.py:351(epb2jd)
        1    0.000    0.000    0.003    0.003 version.py:336(Version)
        1    0.000    0.000    0.000    0.000 formatters.py:631(PlainTextFormatter)
      150    0.000    0.000    0.000    0.000 parameters.py:377(unit)
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:933(clear)
       16    0.000    0.000    0.000    0.000 doccer.py:126(_doc)
        1    0.000    0.000    0.055    0.055 cirs.py:1(<module>)
       14    0.000    0.000    0.000    0.000 typing.py:230(_type_repr)
       10    0.000    0.000    0.001    0.000 core.py:398(__ne__)
        1    0.000    0.000    0.000    0.000 distances.py:1(<module>)
        1    0.000    0.000    0.000    0.000 initialpower.py:22(SplinedInitialPower)
