If you wish to use the halos modules, you need the Aemulus HMF emulator. Please install it: github.com/AemulusProject/hmf_emulator
If you wish to use the halos modules, you need the Aemulus HMF emulator. Please install it: github.com/AemulusProject/hmf_emulator
         5220300 function calls (5110457 primitive calls) in 8.625 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 exceptions.py:6(FrozenError)
        1    0.000    0.000    0.000    0.000 validators.py:36(__getattr__)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:722(Value)
        1    0.000    0.000    0.000    0.000 constant.py:266(EMConstant)
        1    0.000    0.000    0.000    0.000 ecsv.py:414(EcsvData)
        1    0.000    0.000    0.000    0.000 readers.py:15(FileReader)
        1    0.000    0.000    0.000    0.000 tokens.py:31(StreamStartToken)
        1    0.000    0.000    0.000    0.000 cp874.py:9(Codec)
        1    0.000    0.000    0.000    0.000 converters.py:697(Numeric)
        1    0.000    0.000    0.000    0.000 completer.py:659(_MatcherAPIv1Base)
        1    0.000    0.000    0.000    0.000 container.py:223(StemContainer)
        1    0.000    0.000    0.000    0.000 patches.py:2709(Round)
        1    0.000    0.000    0.000    0.000 _exceptions.py:31(UFuncTypeError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:11(VerifierFailure)
        1    0.000    0.000    0.000    0.000 _aliases.py:190(UniqueCountsResult)
        1    0.000    0.000    0.000    0.000 mcmcfit.py:100(get_biased_cross_spectrum_exp)
        1    0.000    0.000    0.000    0.000 _interface.py:723(_ProductLinearOperator)
        1    0.000    0.000    0.000    0.000 core.py:4238(Tag)
        1    0.000    0.000    0.000    0.000 spline.py:676(SplineSmoothingFitter)
        1    0.000    0.000    0.000    0.000 errors.py:495(IndentationRule)
        1    0.000    0.000    0.000    0.000 parser.py:16(Parser)
        1    0.000    0.000    0.000    0.000 dviread.py:956(TexMetrics)
        1    0.000    0.000    0.000    0.000 _hypotests.py:981(BarnardExactResult)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1392(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 expatbuilder.py:711(Namespaces)
        1    0.000    0.000    0.000    0.000 errors.py:612(_NameChecks)
        1    0.000    0.000    0.000    0.000 minidom.py:1288(Identified)
        1    0.000    0.000    0.000    0.000 processors.py:167(HighlightSearchProcessor)
        1    0.000    0.000    0.000    0.000 core.py:2933(FittableModel)
        1    0.000    0.000    0.000    0.000 ndarray_like.py:32(FlagsObj)
        1    0.000    0.000    0.000    0.000 _dtype_like.py:50(_HasNumPyDType)
        1    0.000    0.000    0.000    0.000 gb2312.py:12(Codec)
        2    0.000    0.000    0.000    0.000 tree.py:209(_lookup_by_id_or_name_factory)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:583(__init__)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:590(ndenumerate)
        1    0.000    0.000    0.000    0.000 baseconfig.py:173(_AllocatableObject)
        1    0.000    0.000    0.000    0.000 cylindrical.py:155(CylindricalDifferential)
        1    0.000    0.000    0.000    0.000 __init__.py:156(py_object)
        1    0.000    0.000    0.000    0.000 legend_handler.py:238(HandlerLine2DCompound)
        1    0.000    0.000    0.000    0.000 __init__.py:1786(RootLogger)
        1    0.000    0.000    0.000    0.000 rcsetup.py:1496(_Section)
        1    0.000    0.000    0.000    0.000 _interface.py:664(_TransposedLinearOperator)
        1    0.000    0.000    0.000    0.000 iso8859_8.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 axis.py:551(_LazyTickList)
        1    0.000    0.000    0.000    0.000 ticker.py:325(FixedFormatter)
        1    0.000    0.000    0.000    0.000 unix_events.py:807(_UnixSubprocessTransport)
        1    0.000    0.000    0.000    0.000 embed.py:110(_Sentinel)
        1    0.000    0.000    0.000    0.000 geo.py:458(InvertedLambertTransform)
        1    0.000    0.000    0.000    0.000 baseconfig.py:50(IfortGfortranLoader)
        1    0.000    0.000    0.000    0.000 _cm_multivar.py:162(<listcomp>)
        1    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:726(_RealParameter)
        1    0.000    0.000    0.000    0.000 _itertools.py:78(bucket)
        1    0.000    0.000    0.000    0.000 iso8859_3.py:9(Codec)
        1    0.000    0.000    0.000    0.000 base.py:14(IORegistryError)
        1    0.000    0.000    0.000    0.000 value.py:25(CheckAttribute)
        1    0.000    0.000    0.000    0.000 pretty.py:529(RawText)
        1    0.000    0.000    0.000    0.000 arpack.py:1004(LuInv)
        1    0.000    0.000    0.000    0.000 util.py:64(Token)
        1    0.000    0.000    0.000    0.000 decorators.py:69(sphinx_options)
        1    0.000    0.000    0.000    0.000 doccer.py:23(Decorator)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:594(rv_discrete_frozen)
        1    0.000    0.000    0.000    0.000 dates.py:1526(WeekdayLocator)
        1    0.000    0.000    0.000    0.000 filters.py:145(Gzip)
        1    0.000    0.000    0.000    0.000 prompts.py:98(ClassicPrompts)
        1    0.000    0.000    0.000    0.000 fitting.py:1530(_NLLSQFitter)
        1    0.000    0.000    0.000    0.000 __init__.py:162(astronomical_constants)
        1    0.000    0.000    0.000    0.000 _cm_multivar.py:164(<listcomp>)
        1    0.000    0.000    0.000    0.000 errors.py:1047(_CheckAssignmentRule)
        1    0.000    0.000    0.000    0.000 _fitting_parallel.py:116(FitInfoSubset)
        1    0.000    0.000    0.000    0.000 _process_posix.py:55(__init__)
        1    0.000    0.000    0.000    0.000 file_io.py:32(KnownContentFileIO)
        2    0.000    0.000    0.000    0.000 vt100.py:152(__init__)
        1    0.000    0.000    0.000    0.000 _cubic.py:74(CubicHermiteSpline)
        1    0.000    0.000    0.000    0.000 core.py:2967(Fittable2DModel)
        1    0.000    0.000    0.000    0.000 transports.py:46(ReadTransport)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1652(DraggableOffsetBox)
        1    0.000    0.000    0.000    0.000 buffer.py:135(YankNthArgState)
        1    0.000    0.000    0.000    0.000 six.py:245(_MovedItems)
        1    0.000    0.000    0.000    0.000 ucd.py:15(UCDWords)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:366(ObjectiveFunWrapper)
        1    0.000    0.000    0.000    0.000 lex.py:75(PlyLogger)
        1    0.000    0.000    0.000    0.000 errors.py:660(_StarCheck)
        3    0.000    0.000    0.000    0.000 extras.py:249(_fromnxfunction_function)
        1    0.000    0.000    0.000    0.000 tree.py:1045(ExprStmt)
        1    0.000    0.000    0.000    0.000 iso8859_10.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 parser.py:76(StackNode)
        1    0.000    0.000    0.000    0.000 processors.py:553(AfterInput)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:122(ProvisionalWarning)
        1    0.000    0.000    0.000    0.000 _nonlin.py:1366(KrylovJacobian)
        1    0.000    0.000    0.000    0.000 ecsv.py:212(<listcomp>)
        1    0.000    0.000    0.000    0.000 serialize.py:396(itercols)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4427(ortho_group_gen)
        1    0.000    0.000    0.000    0.000 pytest.py:79(goto_anonymous_param)
        1    0.000    0.000    0.000    0.000 _zeros_py.py:35(RootResults)
        1    0.000    0.000    0.000    0.000 card.py:30(Undefined)
        1    0.000    0.000    0.000    0.000 request.py:1531(FTPHandler)
        1    0.000    0.000    0.000    0.000 sentinel.py:8(__init__)
        1    0.000    0.000    0.000    0.000 _minimize.py:1049(_Patch_Callback_Equal_Variables)
        1    0.000    0.000    0.000    0.000 backend_tools.py:604(ToolBack)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:318(__init__)
        1    0.000    0.000    0.000    0.000 exceptions.py:81(NotCallableError)
        2    0.000    0.000    0.000    0.000 calendar.py:57(__init__)
        1    0.000    0.000    0.000    0.000 _new_distributions.py:265(_moment_central_formula)
        1    0.000    0.000    0.000    0.000 tokenutil.py:16(Token)
        1    0.000    0.000    0.000    0.000 lsoda.py:214(LsodaDenseOutput)
        1    0.000    0.000    0.000    0.000 __config__.py:104(<listcomp>)
        1    0.000    0.000    0.000    0.000 mixed.py:140(MixedObjectFilter)
        1    0.000    0.000    0.000    0.000 socketserver.py:661(_NoThreads)
        1    0.000    0.000    0.000    0.000 __init__.py:143(_EntryPointMatch)
        1    0.000    0.000    0.000    0.000 fixedwidth.py:410(FixedWidthTwoLineHeader)
        1    0.000    0.000    0.000    0.000 django.py:234(GenericManagerWrapper)
        2    0.000    0.000    0.000    0.000 __init__.py:1297(getLoggerClass)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:600(_transpose_dispatcher)
        1    0.000    0.000    0.000    0.000 _make.py:3029(Factory)
        1    0.000    0.000    0.000    0.000 django.py:291(QuerySetBoundMethodWrapper)
        1    0.000    0.000    0.000    0.000 interpreter.py:48(MixedModuleContext)
        1    0.000    0.000    0.000    0.000 widgets.py:1975(SubplotTool)
        1    0.000    0.000    0.000    0.000 backend_tools.py:375(ToolGrid)
        1    0.000    0.000    0.000    0.000 cbook.py:119(_StrongRef)
        1    0.000    0.000    0.000    0.000 nduncertainty.py:75(IncompatibleUncertaintiesException)
        1    0.000    0.000    0.000    0.000 _codata.py:2118(ConstantWarning)
        1    0.000    0.000    0.000    0.000 message.py:1202(EmailMessage)
        1    0.000    0.000    0.000    0.000 csv.py:69(unix_dialect)
        1    0.000    0.000    0.000    0.000 exceptions.py:407(W05)
        1    0.000    0.000    0.000    0.000 basic.py:405(Rdb)
        1    0.000    0.000    0.000    0.000 errors.py:65(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:600(_YieldFromCheck)
        1    0.000    0.000    0.000    0.000 cp775.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp875.py:9(Codec)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:192(SpaceInInput)
        1    0.000    0.000    0.000    0.000 gridspec.py:741(SubplotParams)
        1    0.000    0.000    0.000    0.000 transports.py:197(SubprocessTransport)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:783(LSQUnivariateSpline)
        1    0.000    0.000    0.000    0.000 request.py:898(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.000    0.000 _trustregion_ncg.py:42(CGSteihaugSubproblem)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:723(IndexExpression)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1024(__new__)
        1    0.000    0.000    0.000    0.000 {built-in method _nmtlib.flatsky_info_swigregister}
        1    0.000    0.000    0.000    0.000 _mathtext.py:1094(DejaVuSansFontConstants)
        1    0.000    0.000    0.000    0.000 mac_roman.py:9(Codec)
        1    0.000    0.000    0.000    0.000 {built-in method _nmtlib.k_function_swigregister}
        1    0.000    0.000    0.000    0.000 _multivariate.py:2070(matrix_t_frozen)
        1    0.000    0.000    0.000    0.000 fitswcs.py:166(custom_ctype_to_ucd_mapping)
        1    0.000    0.000    0.000    0.000 interface.py:128(UnifiedReadWriteMethod)
        1    0.000    0.000    0.000    0.000 request.py:1416(UnknownHandler)
        1    0.000    0.000    0.000    0.000 errors.py:1182(_CompForRule)
        1    0.000    0.000    0.000    0.000 core.py:4149(__init__)
        1    0.000    0.000    0.000    0.000 core.py:3863(CharsNotIn)
        1    0.000    0.000    0.000    0.000 tz.py:1156(_tzicalvtzcomp)
        3    0.000    0.000    0.000    0.000 baseframe.py:1526(is_frame_attr_default)
        1    0.000    0.000    0.000    0.000 cp1251.py:9(Codec)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:107(nd_grid)
        1    0.000    0.000    0.000    0.000 tree.py:467(Class)
        1    0.000    0.000    0.000    0.000 display.py:666(GeoJSON)
        1    0.000    0.000    0.000    0.000 core.py:1204(<listcomp>)
        1    0.000    0.000    0.000    0.000 base.py:70(_AnnotatedClassContext)
        1    0.000    0.000    0.000    0.000 core.py:213(<listcomp>)
        1    0.000    0.000    0.000    0.000 ccddata.py:26(<dictcomp>)
        1    0.000    0.000    0.000    0.000 patches.py:2561(Ellipse)
        1    0.000    0.000    0.000    0.000 models.py:1260(M33)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2546(TypeVarTuple)
        1    0.000    0.000    0.000    0.000 filter.py:41(Filter)
        1    0.000    0.000    0.000    0.000 backend_tools.py:583(ViewsPositionsBase)
        1    0.000    0.000    0.000    0.000 validators.py:204(__call__)
        1    0.000    0.000    0.000    0.000 image.py:1275(_IndexInfo)
        1    0.000    0.000    0.000    0.000 tokens.py:17(DirectiveToken)
        1    0.000    0.000    0.000    0.000 functional_models.py:1181(_InverseTrigonometric1D)
        1    0.000    0.000    0.000    0.000 column.py:28(StringTruncateWarning)
        1    0.000    0.000    0.000    0.000 _csr.py:324(csr_array)
        1    0.000    0.000    0.000    0.000 hatch.py:174(Stars)
        1    0.000    0.000    0.000    0.000 basic.py:238(CsvSplitter)
        1    0.000    0.000    0.000    0.000 core.py:227(NoType)
        1    0.000    0.000    0.000    0.000 core.py:2928(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 recursion.py:95(ExecutionRecursionDetector)
        1    0.000    0.000    0.000    0.000 baseconfig.py:313(AllocatableArrayDouble)
        1    0.000    0.000    0.000    0.000 transforms.py:2745(AffineDeltaTransform)
        1    0.000    0.000    0.000    0.000 hatch.py:149(SmallCircles)
        1    0.000    0.000    0.000    0.000 __init__.py:826(Lookup)
        1    0.000    0.000    0.000    0.000 _mathtext.py:743(DejaVuSerifFonts)
        1    0.000    0.000    0.000    0.000 polar.py:238(_AxisWrapper)
        1    0.000    0.000    0.000    0.000 patches.py:3738(BracketAB)
        1    0.000    0.000    0.000    0.000 core.py:5363(AtStringStart)
        1    0.000    0.000    0.000    0.000 _interpolate.py:170(_do_extrapolate)
        4    0.000    0.000    0.000    0.000 _stride_tricks_impl.py:378(<genexpr>)
        1    0.000    0.000    0.000    0.000 errors.py:79(IllegalMinuteError)
        6    0.000    0.000    0.000    0.000 traitlets.py:2780(subclass_init)
        1    0.000    0.000    0.000    0.000 dates.py:1555(DayLocator)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4853(unitary_group_gen)
        1    0.000    0.000    0.000    0.000 specifiers.py:204(__init__)
        1    0.000    0.000    0.000    0.000 _orthogonal.py:114(orthopoly1d)
        1    0.000    0.000    0.000    0.000 transforms.py:2627(BboxTransformTo)
        1    0.000    0.000    0.000    0.000 exceptions.py:1146(W56)
        1    0.000    0.000    0.000    0.000 row.py:143(keys)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:2173(RectSphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 request.py:1061(ProxyBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 filter.py:54(FunctionFilter)
        1    0.000    0.000    0.000    0.000 exceptions.py:831(W33)
        1    0.000    0.000    0.000    0.000 inputhook.py:53(InputHookContext)
        1    0.000    0.000    0.000    0.000 scale.py:318(LogTransform)
        1    0.000    0.000    0.000    0.000 registry.py:14(MixinRegistryError)
        1    0.000    0.000    0.000    0.000 traitlets.py:2013(ClassBasedTraitType)
        1    0.000    0.000    0.000    0.000 core.py:5759(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:2488(_logpmf_dispatch)
        1    0.000    0.000    0.000    0.000 base.py:17(MaxIdentifier)
        1    0.000    0.000    0.000    0.000 stdlib.py:357(ClassMethodGet)
        1    0.000    0.000    0.000    0.000 minimize_trustregion_constr.py:26(HessianLinearOperator)
        1    0.000    0.000    0.000    0.000 external.py:26(ExternalBlockCache)
        1    0.000    0.000    0.000    0.000 traitlets.py:2784(CFloat)
        1    0.000    0.000    0.000    0.000 ticker.py:1717(Locator)
        1    0.000    0.000    0.000    0.000 _interface.py:820(MatrixLinearOperator)
        1    0.000    0.000    0.000    0.000 gb18030.py:12(Codec)
        1    0.000    0.000    0.000    0.000 tags.py:82(UnsortedTagsError)
        2    0.000    0.000    0.000    0.000 core.py:155(__init__)
        1    0.000    0.000    0.000    0.000 mac_latin2.py:14(Codec)
        1    0.000    0.000    0.000    0.000 minidom.py:636(TypeInfo)
        1    0.000    0.000    0.000    0.000 __init__.py:11(DeprecatedTzFormatWarning)
        1    0.000    0.000    0.000    0.000 hatch.py:26(HatchPatternBase)
        1    0.000    0.000    0.000    0.000 pathlib.py:630(suffix)
        1    0.000    0.000    0.000    0.000 backend_tools.py:613(ToolForward)
        1    0.000    0.000    0.000    0.000 dataset.py:311(FieldsView)
        1    0.000    0.000    0.000    0.000 typing.py:23(ReadableFileLike)
        1    0.000    0.000    0.000    0.000 django.py:225(ManagerWrapper)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1448(PickEvent)
        1    0.000    0.000    0.000    0.000 utils.py:29(NoOverlapError)
        1    0.000    0.000    0.000    0.000 tree.py:447(Node)
        1    0.000    0.000    0.000    0.000 vt100.py:257(_EscapeCodeCache)
        1    0.000    0.000    0.000    0.000 loader.py:608(PyFileConfigLoader)
        1    0.000    0.000    0.000    0.000 blas.py:250(<dictcomp>)
        1    0.000    0.000    0.000    0.000 cp1026.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 _factories.py:19(_TzFactory)
        1    0.000    0.000    0.000    0.000 hatch.py:65(NorthEastHatch)
        1    0.000    0.000    0.000    0.000 __init__.py:753(Filter)
        1    0.000    0.000    0.000    0.000 _exceptions.py:67(_UFuncCastingError)
        1    0.000    0.000    0.000    0.000 instance.py:413(CompiledInstanceClassFilter)
        1    0.000    0.000    0.000    0.000 filesystem.py:106(ExecutableCompleter)
        1    0.000    0.000    0.000    0.000 formats.py:952(TimeGPS)
        1    0.000    0.000    0.000    0.000 traitlets.py:2352(ForwardDeclaredMixin)
        2    0.000    0.000    0.000    0.000 six.py:199(__get_module)
        2    0.000    0.000    0.000    0.000 rcsetup.py:461(validate_fontstretch)
        1    0.000    0.000    0.000    0.000 pydoc.py:1185(TextRepr)
        1    0.000    0.000    0.000    0.000 util.py:84(_UnboundedCache)
        1    0.000    0.000    0.000    0.000 _morestats.py:1227(_BigFloat)
        1    0.000    0.000    0.000    0.000 exceptions.py:712(W25)
        1    0.000    0.000    0.000    0.000 pretty.py:446(Printable)
        1    0.000    0.000    0.000    0.000 traitlets.py:4196(CRegExp)
        1    0.000    0.000    0.000    0.000 _linalg.py:41(SlogdetResult)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:666(MIMEVersion)
        1    0.000    0.000    0.000    0.000 instance.py:533(InstanceClassFilter)
        1    0.000    0.000    0.000    0.000 util.py:265(Future)
        1    0.000    0.000    0.000    0.000 cp1140.py:9(Codec)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:379(_RewindState)
        4    0.000    0.000    0.000    0.000 core.py:885(__init__)
        1    0.000    0.000    0.000    0.000 lazy_value.py:38(LazyTreeValue)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:425(SR1)
        1    0.000    0.000    0.000    0.000 baseconfig.py:393(NamedIntField)
        1    0.000    0.000    0.000    0.000 __init__.py:8(_SubplotBaseMeta)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1677(DraggableAnnotation)
        1    0.000    0.000    0.000    0.000 meta.py:406(TableLoader)
        1    0.000    0.000    0.000    0.000 iso2022_kr.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 ticker.py:1840(FixedLocator)
        1    0.000    0.000    0.000    0.000 _multivariate.py:7236(__init__)
        1    0.000    0.000    0.000    0.000 report.py:36(SQPReport)
        1    0.000    0.000    0.000    0.000 _linalg.py:37(QRResult)
        1    0.000    0.000    0.000    0.000 Image.py:3842(register_mime)
        1    0.000    0.000    0.000    0.000 core.py:1633(WhitespaceSplitter)
        1    0.000    0.000    0.000    0.000 {built-in method _nmtlib.covar_workspace_swigregister}
        1    0.000    0.000    0.000    0.000 exceptions.py:847(W34)
        1    0.000    0.000    0.000    0.000 keywords.py:15(KeywordName)
        1    0.000    0.000    0.000    0.000 iso2022_jp_2.py:20(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 calendar.py:548(different_locale)
        1    0.000    0.000    0.000    0.000 emitter.py:14(EmitterError)
        1    0.000    0.000    0.000    0.000 deduplicate.py:12(DeduplicateCompleter)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:16(_ScalarGradWrapper)
        1    0.000    0.000    0.000    0.000 backend_tools.py:390(ToolMinorGrid)
        1    0.000    0.000    0.000    0.000 core.py:844(get_str_vals)
        1    0.000    0.000    0.000    0.000 core.py:486(DebugActions)
        1    0.000    0.000    0.000    0.000 isoparser.py:43(__init__)
        1    0.000    0.000    0.000    0.000 errors.py:673(_StarStarCheck)
        1    0.000    0.000    0.000    0.000 projections.py:487(Sky2Pix_Gnomonic)
        1    0.000    0.000    0.000    0.000 utils.py:39(InvalidName)
        1    0.000    0.000    0.000    0.000 scale.py:780(LogitTransform)
        1    0.000    0.000    0.000    0.000 verify.py:10(VerifyError)
        1    0.000    0.000    0.000    0.000 completer.py:594(SimpleMatcherResult)
        1    0.000    0.000    0.000    0.000 iso8859_14.py:9(Codec)
        1    0.000    0.000    0.000    0.000 deprecation.py:222(deprecate_privatize_attribute)
        1    0.000    0.000    0.000    0.000 geo.py:258(AitoffTransform)
        1    0.000    0.000    0.000    0.000 argparse.py:109(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 ascii.py:20(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 __init__.py:30(Software)
        1    0.000    0.000    0.000    0.000 hatch.py:84(SouthEastHatch)
        1    0.000    0.000    0.000    0.000 transforms.py:2324(BlendedAffine2D)
        1    0.000    0.000    0.000    0.000 parse.py:842(_Quoter)
        1    0.000    0.000    0.000    0.000 _mathtext.py:702(DejaVuFonts)
        1    0.000    0.000    0.000    0.000 parsing.py:96(ThreadSafeParser)
        1    0.000    0.000    0.000    0.000 errors.py:106(IllegalMinuteWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:1340(E11)
        1    0.000    0.000    0.000    0.000 _arraysetops_impl.py:431(UniqueInverseResult)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:286(MinimizerWrapper)
        1    0.000    0.000    0.000    0.000 errors.py:154(IllegalSecondWarning)
        1    0.000    0.000    0.000    0.000 {built-in method astropy.wcs._wcs.set_wtbarr_fitsio_callback}
        1    0.000    0.000    0.000    0.000 exceptions.py:1210(E03)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1315(_TypedDictSpecialForm)
        1    0.000    0.000    0.000    0.000 core.py:5763(ZeroOrMore)
        1    0.000    0.000    0.000    0.000 cp1258.py:9(Codec)
        1    0.000    0.000    0.000    0.000 gridspec.py:471(GridSpecFromSubplotSpec)
        1    0.000    0.000    0.000    0.000 validation.py:151(DummyValidator)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:861(MsgID)
        1    0.000    0.000    0.000    0.000 errors.py:128(IllegalSecondError)
        1    0.000    0.000    0.000    0.000 generic_io.py:957(OutputStream)
        1    0.000    0.000    0.000    0.000 converters.py:535(VarArray)
        1    0.000    0.000    0.000    0.000 qdp.py:503(QDPSplitter)
        1    0.000    0.000    0.000    0.000 context.py:295(ForkServerProcess)
        1    0.000    0.000    0.000    0.000 colors.py:2253(BivarColormapFromImage)
        1    0.000    0.000    0.000    0.000 index.py:1023(TableIndices)
        2    0.000    0.000    0.000    0.000 _parser.py:103(checklookbehindgroup)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4912(__init__)
        1    0.000    0.000    0.000    0.000 html.py:33(ListWriter)
        1    0.000    0.000    0.000    0.000 display.py:347(VimeoVideo)
        2    0.000    0.000    0.000    0.000 pretty.py:658(_set_pprinter_factory)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2691(NonGuiException)
        4    0.000    0.000    0.000    0.000 core.py:161(function_unit)
        1    0.000    0.000    0.000    0.000 __init__.py:47(unsupported_method)
        1    0.000    0.000    0.000    0.000 iso2022_jp_2.py:24(StreamReader)
        1    0.000    0.000    0.000    0.000 patches.py:3822(Simple)
        1    0.000    0.000    0.000    0.000 iso8859_7.py:25(StreamWriter)
        1    0.000    0.000    0.000    0.000 cp858.py:9(Codec)
        1    0.000    0.000    0.000    0.000 core.py:187(_should_enable_warnings)
        1    0.000    0.000    0.000    0.000 deprecation.py:20(MatplotlibDeprecationWarning)
        1    0.000    0.000    0.000    0.000 cp273.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 calendar.py:33(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 console.py:383(_mapfunc)
        1    0.000    0.000    0.000    0.000 recursion.py:53(RecursionDetector)
        1    0.000    0.000    0.000    0.000 _make.py:90(_CacheHashWrapper)
        1    0.000    0.000    0.000    0.000 patches.py:3700(BracketA)
        1    0.000    0.000    0.000    0.000 tree.py:747(ForStmt)
        1    0.000    0.000    0.000    0.000 queues.py:234(LifoQueue)
        1    0.000    0.000    0.000    0.000 __init__.py:26(AsdfObject)
        1    0.000    0.000    0.000    0.000 _vertex.py:179(VertexCacheBase)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1304(IntegerFormat)
        1    0.000    0.000    0.000    0.000 least_squares.py:255(_WrapArgsKwargs)
        1    0.000    0.000    0.000    0.000 _csc.py:274(csc_matrix)
        1    0.000    0.000    0.000    0.000 cp1006.py:9(Codec)
        1    0.000    0.000    0.000    0.000 _optimize.py:544(_MaxFuncCallError)
        1    0.000    0.000    0.000    0.000 patches.py:3661(Curve)
        1    0.000    0.000    0.000    0.000 core.py:943(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 std.py:36(TqdmKeyError)
        1    0.000    0.000    0.000    0.000 _ode.py:751(IntegratorConcurrencyError)
        1    0.000    0.000    0.000    0.000 _make.py:1989(_is_slot_attr)
        1    0.000    0.000    0.000    0.000 ftplib.py:57(Error)
        1    0.000    0.000    0.000    0.000 guarded_eval.py:414(_IdentitySubscript)
        1    0.000    0.000    0.000    0.000 error.py:48(MarkedYAMLError)
        1    0.000    0.000    0.000    0.000 key_bindings.py:532(ConditionalKeyBindings)
        1    0.000    0.000    0.000    0.000 results.py:140(ClTransferData)
        1    0.000    0.000    0.000    0.000 iso2022_jp_ext.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 formats.py:865(TimeUnixTai)
        1    0.000    0.000    0.000    0.000 core.py:2668(Token)
        1    0.000    0.000    0.000    0.000 _parser.py:661(_result)
        1    0.000    0.000    0.000    0.000 typing.py:288(Callable)
        1    0.000    0.000    0.000    0.000 backend_tools.py:405(ToolFullScreen)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3729(ShowBase)
        1    0.000    0.000    0.000    0.000 exceptions.py:339(RecursiveGrammarException)
        1    0.000    0.000    0.000    0.000 core.py:35(IDNAError)
        1    0.000    0.000    0.000    0.000 mouse_events.py:64(MouseEvent)
        1    0.000    0.000    0.000    0.000 tree.py:777(WithStmt)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1988(LSQSphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 toolbars.py:191(ArgToolbar)
        1    0.000    0.000    0.000    0.000 loader.py:423(DeferredConfigList)
        1    0.000    0.000    0.000    0.000 _internal.py:253(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 my_getattr_static.py:116(_foo)
        1    0.000    0.000    0.000    0.000 errors.py:94(HeaderMissingRequiredValue)
        1    0.000    0.000    0.000    0.000 dates.py:1608(MinuteLocator)
        1    0.000    0.000    0.000    0.000 {built-in method _nmtlib.workspace_swigregister}
        1    0.000    0.000    0.000    0.000 gbk.py:12(Codec)
        4    0.000    0.000    0.000    0.000 shape_base.py:15(_atleast_1d_dispatcher)
        1    0.000    0.000    0.000    0.000 table.py:388(TableAttribute)
        1    0.000    0.000    0.000    0.000 __init__.py:140(_automodule)
